id,menu_id,page_number,image_id,full_height,full_width,uuid
119,12460,1,1603595,7230,5428,510d47e4-2955-a3d9-e040-e00a18064a99
120,12460,2,1603596,5428,7230,510d47e4-2956-a3d9-e040-e00a18064a99
121,12460,3,1603597,7230,5428,510d47e4-2957-a3d9-e040-e00a18064a99
122,12460,4,1603598,7230,5428,510d47e4-2958-a3d9-e040-e00a18064a99
123,12461,1,1603591,7230,5428,510d47e4-2959-a3d9-e040-e00a18064a99
124,12461,2,1603592,7230,5428,510d47e4-295a-a3d9-e040-e00a18064a99
125,12461,3,1603593,7230,5428,510d47e4-295b-a3d9-e040-e00a18064a99
126,12461,4,1603594,7230,5428,510d47e4-295c-a3d9-e040-e00a18064a99
127,12462,2,4000001128,,,510d47db-1ef8-a3d9-e040-e00a18064a99
128,12462,1,474450,,,510d47db-1ef9-a3d9-e040-e00a18064a99
129,12463,2,4000009170,3074,2046,510d47db-491e-a3d9-e040-e00a18064a99
130,12463,1,466928,3049,2004,510D47DB-491F-A3D9-E040-E00A18064A99
131,12464,2,4000009171,3690,2888,510d47db-4920-a3d9-e040-e00a18064a99
132,12464,1,466930,3679,2866,510d47db-4921-a3d9-e040-e00a18064a99
133,12465,2,4000009172,3413,2307,510d47db-4922-a3d9-e040-e00a18064a99
134,12465,1,466931,3411,2291,510d47db-4923-a3d9-e040-e00a18064a99
135,12466,2,4000009173,3352,2312,510d47db-4924-a3d9-e040-e00a18064a99
136,12466,1,466932,3365,2305,510d47db-4925-a3d9-e040-e00a18064a99
137,12467,2,4000009174,3090,2102,510d47db-4926-a3d9-e040-e00a18064a99
138,12467,3,4000009175,3070,2114,510d47db-4927-a3d9-e040-e00a18064a99
139,12467,4,4000009176,3091,2230,510d47db-4928-a3d9-e040-e00a18064a99
140,12467,1,466933,3091,2213,510d47db-4929-a3d9-e040-e00a18064a99
141,12468,2,4000009178,2950,1921,510d47db-492c-a3d9-e040-e00a18064a99
142,12468,1,466935,2957,1929,510d47db-492d-a3d9-e040-e00a18064a99
143,12469,2,4000009180,3593,2468,510d47db-4930-a3d9-e040-e00a18064a99
144,12469,1,466939,3575,2485,510d47db-4931-a3d9-e040-e00a18064a99
145,12470,2,4000009181,3434,2305,510d47db-4932-a3d9-e040-e00a18064a99
146,12470,1,466940,3427,2282,510d47db-4933-a3d9-e040-e00a18064a99
147,12471,2,4000009182,3431,2314,510d47db-4934-a3d9-e040-e00a18064a99
148,12471,1,466941,3454,2305,510d47db-4935-a3d9-e040-e00a18064a99
149,12472,2,4000009183,3076,2111,510d47db-4936-a3d9-e040-e00a18064a99
150,12472,3,4000009184,3054,2108,510d47db-4937-a3d9-e040-e00a18064a99
151,12472,4,4000009185,3060,2225,510d47db-4938-a3d9-e040-e00a18064a99
152,12472,1,466942,3081,2220,510d47db-4939-a3d9-e040-e00a18064a99
153,12473,2,4000009187,2306,1808,510d47db-493c-a3d9-e040-e00a18064a99
154,12473,1,466944,2293,1807,510d47db-493d-a3d9-e040-e00a18064a99
155,12474,2,4000009188,2840,2008,510d47db-493e-a3d9-e040-e00a18064a99
156,12474,3,4000009189,2843,2054,510d47db-493f-a3d9-e040-e00a18064a99
157,12474,4,4000009190,2920,2064,510d47db-4940-a3d9-e040-e00a18064a99
158,12474,5,4000009191,2852,2112,510d47db-4941-a3d9-e040-e00a18064a99
159,12474,6,4000009192,2874,2059,510d47db-4942-a3d9-e040-e00a18064a99
160,12474,7,4000009193,2870,2081,510d47db-4943-a3d9-e040-e00a18064a99
161,12474,8,4000009194,2869,2113,510d47db-4944-a3d9-e040-e00a18064a99
162,12474,9,4000009195,2867,2076,510d47db-4945-a3d9-e040-e00a18064a99
163,12474,10,4000009196,2896,2091,510d47db-4946-a3d9-e040-e00a18064a99
164,12474,11,4000009197,2868,2044,510d47db-4947-a3d9-e040-e00a18064a99
165,12474,12,4000009198,2895,2688,510d47db-4948-a3d9-e040-e00a18064a99
166,12474,1,466945,2880,2407,510d47db-4949-a3d9-e040-e00a18064a99
167,12475,2,4000009199,3909,2481,510d47db-494a-a3d9-e040-e00a18064a99
168,12475,1,466946,3929,2494,510d47db-494b-a3d9-e040-e00a18064a99
169,12476,2,4000009200,3821,2397,510d47db-494c-a3d9-e040-e00a18064a99
170,12476,3,4000009201,3813,2385,510d47db-494d-a3d9-e040-e00a18064a99
171,12476,4,4000009202,3813,2521,510d47db-494e-a3d9-e040-e00a18064a99
172,12476,1,466947,3835,2520,510d47db-494f-a3d9-e040-e00a18064a99
173,12477,2,4000009203,3500,2299,510d47db-4950-a3d9-e040-e00a18064a99
174,12477,1,466948,3525,2303,510d47db-4951-a3d9-e040-e00a18064a99
175,12478,2,4000009203,3500,2299,510d47db-4950-a3d9-e040-e00a18064a99
176,12478,1,466948,3525,2303,510d47db-4951-a3d9-e040-e00a18064a99
177,12479,2,4000009205,3515,2195,510d47db-4954-a3d9-e040-e00a18064a99
178,12479,3,4000009206,3511,2190,510d47db-4955-a3d9-e040-e00a18064a99
179,12479,4,4000009207,3505,2311,510d47db-4956-a3d9-e040-e00a18064a99
180,12479,1,466950,3523,2319,510d47db-4957-a3d9-e040-e00a18064a99
181,12480,2,4000009208,2970,1965,510d47db-4958-a3d9-e040-e00a18064a99
182,12480,1,466951,2961,1930,510d47db-4959-a3d9-e040-e00a18064a99
183,12481,2,4000009209,2985,1966,510d47db-495a-a3d9-e040-e00a18064a99
184,12481,1,466952,2977,1952,510d47db-495b-a3d9-e040-e00a18064a99
185,12482,2,4000009210,2628,1807,510d47db-495c-a3d9-e040-e00a18064a99
186,12482,1,466953,2620,1807,510d47db-495d-a3d9-e040-e00a18064a99
187,12483,2,4000009211,3928,2480,510d47db-495e-a3d9-e040-e00a18064a99
188,12483,1,466954,3920,2497,510d47db-495f-a3d9-e040-e00a18064a99
189,12484,2,4000009212,2663,1750,510d47db-4960-a3d9-e040-e00a18064a99
190,12484,3,4000009213,2693,1870,510d47db-4961-a3d9-e040-e00a18064a99
191,12484,4,4000009214,2669,1852,510d47db-4962-a3d9-e040-e00a18064a99
192,12484,5,4000009215,2643,1797,510d47db-4963-a3d9-e040-e00a18064a99
193,12484,6,4000009216,2660,2188,510d47db-4964-a3d9-e040-e00a18064a99
194,12484,1,466955,2672,1950,510d47db-4965-a3d9-e040-e00a18064a99
195,12485,2,4000009218,2949,1971,510d47db-4968-a3d9-e040-e00a18064a99
196,12485,1,466957,2949,1972,510d47db-4969-a3d9-e040-e00a18064a99
197,12486,2,4000009223,3554,1426,510d47db-4970-a3d9-e040-e00a18064a99
198,12486,1,466960,3525,1402,510d47db-4971-a3d9-e040-e00a18064a99
199,12487,2,4000009228,3556,2389,510d47db-4978-a3d9-e040-e00a18064a99
200,12487,1,466963,3585,2367,510d47db-4979-a3d9-e040-e00a18064a99
201,12488,2,4000009229,2965,1992,510d47db-497a-a3d9-e040-e00a18064a99
202,12488,3,4000009230,2956,1996,510d47db-497b-a3d9-e040-e00a18064a99
203,12488,4,4000009231,3383,2027,510d47db-497c-a3d9-e040-e00a18064a99
204,12488,1,466964,3407,2076,510d47db-497d-a3d9-e040-e00a18064a99
205,12489,2,4000009232,2302,1619,510d47db-497e-a3d9-e040-e00a18064a99
206,12489,3,4000009233,2256,1555,510d47db-497f-a3d9-e040-e00a18064a99
207,12489,4,4000009234,1697,2279,510d47db-4980-a3d9-e040-e00a18064a99
208,12489,1,466965,2312,1727,510d47db-4981-a3d9-e040-e00a18064a99
209,12490,2,4000009240,3393,1881,510d47db-498a-a3d9-e040-e00a18064a99
210,12490,1,466969,3419,1882,510d47db-498b-a3d9-e040-e00a18064a99
211,12491,2,4000009250,2712,1856,510d47db-499a-a3d9-e040-e00a18064a99
212,12491,1,466975,2673,1818,510d47db-499b-a3d9-e040-e00a18064a99
213,12492,2,4000009251,2652,1951,510d47db-499c-a3d9-e040-e00a18064a99
214,12492,3,4000009252,2639,1953,510d47db-499d-a3d9-e040-e00a18064a99
215,12492,4,4000009253,2653,1974,510d47db-499e-a3d9-e040-e00a18064a99
216,12492,5,4000009254,2635,1990,510d47db-499f-a3d9-e040-e00a18064a99
217,12492,6,4000009255,2655,1965,510d47db-49a0-a3d9-e040-e00a18064a99
218,12492,7,4000009256,2657,1969,510d47db-49a1-a3d9-e040-e00a18064a99
219,12492,8,4000009257,2648,1977,510d47db-49a2-a3d9-e040-e00a18064a99
220,12492,9,4000009258,2644,2029,510d47db-49a3-a3d9-e040-e00a18064a99
221,12492,10,4000009259,2639,2020,510d47db-49a4-a3d9-e040-e00a18064a99
222,12492,1,466976,2648,2377,510d47db-49a5-a3d9-e040-e00a18064a99
223,12493,2,4000009260,2983,1905,510d47db-49a6-a3d9-e040-e00a18064a99
224,12493,1,466977,2994,1921,510d47db-49a7-a3d9-e040-e00a18064a99
225,12494,2,4000009261,2700,1722,510d47db-49a8-a3d9-e040-e00a18064a99
226,12494,3,4000009262,2668,1717,510d47db-49a9-a3d9-e040-e00a18064a99
227,12494,4,4000009263,2703,1718,510d47db-49aa-a3d9-e040-e00a18064a99
228,12494,5,4000009264,2691,1740,510d47db-49ab-a3d9-e040-e00a18064a99
229,12494,6,4000009265,2665,1766,510d47db-49ac-a3d9-e040-e00a18064a99
230,12494,7,4000009266,2667,1740,510d47db-49ad-a3d9-e040-e00a18064a99
231,12494,8,4000009267,2724,1855,510d47db-49ae-a3d9-e040-e00a18064a99
232,12494,1,466978,2784,1936,510d47db-49af-a3d9-e040-e00a18064a99
233,12495,2,4000009268,2276,1580,510d47db-49b0-a3d9-e040-e00a18064a99
234,12495,3,4000009269,2294,1660,510d47db-49b1-a3d9-e040-e00a18064a99
235,12495,4,4000009270,2309,1616,510d47db-49b2-a3d9-e040-e00a18064a99
236,12495,5,4000009271,2304,1629,510d47db-49b3-a3d9-e040-e00a18064a99
237,12495,6,4000009272,2296,1668,510d47db-49b4-a3d9-e040-e00a18064a99
238,12495,7,4000009273,2304,1644,510d47db-49b5-a3d9-e040-e00a18064a99
239,12495,8,4000009274,2298,1764,510d47db-49b6-a3d9-e040-e00a18064a99
240,12495,1,466979,2290,1805,510d47db-49b7-a3d9-e040-e00a18064a99
245,12497,2,4000009286,3008,1951,510d47db-49c6-a3d9-e040-e00a18064a99
246,12497,1,466985,3000,1938,510d47db-49c7-a3d9-e040-e00a18064a99
247,12498,2,4000009287,2910,2090,510d47db-49ca-a3d9-e040-e00a18064a99
248,12498,1,466987,2920,2113,510d47db-49cb-a3d9-e040-e00a18064a99
249,12499,2,4000009317,3574,2388,510d47db-49ee-a3d9-e040-e00a18064a99
250,12499,1,466993,3596,2382,510d47db-49ef-a3d9-e040-e00a18064a99
251,12500,2,4000009319,2820,1762,510d47db-49f2-a3d9-e040-e00a18064a99
252,12500,1,466995,2805,1747,510d47db-49f3-a3d9-e040-e00a18064a99
253,12501,2,4000009327,1792,2738,510d47db-4a00-a3d9-e040-e00a18064a99
254,12501,1,467001,2760,1873,510d47db-4a01-a3d9-e040-e00a18064a99
255,12502,2,4000009328,1852,2759,510d47db-4a02-a3d9-e040-e00a18064a99
256,12502,1,467002,2766,1875,510d47db-4a03-a3d9-e040-e00a18064a99
257,12503,2,459457,2216,3273,510d47db-1cea-a3d9-e040-e00a18064a99
258,12503,3,459458,2416,3404,510d47db-1ceb-a3d9-e040-e00a18064a99
259,12503,1,474306,3009,2042,510d47db-1cec-a3d9-e040-e00a18064a99
260,12504,2,4000008153,2615,1691,510d47db-42fc-a3d9-e040-e00a18064a99
261,12504,1,475809,2622,1740,510d47db-42fd-a3d9-e040-e00a18064a99
262,12505,2,4000008159,4848,3133,510d47db-4308-a3d9-e040-e00a18064a99
263,12505,1,475815,4949,3261,510d47db-4309-a3d9-e040-e00a18064a99
264,12506,2,4000008160,5611,3513,510d47db-430a-a3d9-e040-e00a18064a99
265,12506,3,4000008161,5559,3229,510d47db-430b-a3d9-e040-e00a18064a99
266,12506,4,4000008162,5644,3525,510d47db-430c-a3d9-e040-e00a18064a99
267,12506,1,475816,5614,3549,510d47db-430d-a3d9-e040-e00a18064a99
268,12507,2,4000008163,4580,2954,510d47db-430e-a3d9-e040-e00a18064a99
269,12507,1,475817,4617,2990,510d47db-430f-a3d9-e040-e00a18064a99
270,12508,2,4000008164,3133,2001,510d47db-4310-a3d9-e040-e00a18064a99
271,12508,1,475818,3108,2021,510d47db-4311-a3d9-e040-e00a18064a99
272,12509,2,4000008165,3328,2191,510d47db-4312-a3d9-e040-e00a18064a99
273,12509,1,475829,3388,2158,510d47db-4313-a3d9-e040-e00a18064a99
274,12510,2,4000008166,3666,2755,510d47db-4314-a3d9-e040-e00a18064a99
275,12510,1,475830,3661,2758,510d47db-4315-a3d9-e040-e00a18064a99
276,12511,2,4000008167,2643,1776,510d47db-4316-a3d9-e040-e00a18064a99
277,12511,3,4000008168,2596,1763,510d47db-4317-a3d9-e040-e00a18064a99
278,12511,4,4000008169,2644,1801,510d47db-4318-a3d9-e040-e00a18064a99
279,12511,5,4000008170,2644,1809,510d47db-4319-a3d9-e040-e00a18064a99
280,12511,6,4000008171,2665,1796,510d47db-431a-a3d9-e040-e00a18064a99
281,12511,7,4000008172,2605,1814,510d47db-431b-a3d9-e040-e00a18064a99
282,12511,8,4000008173,2607,1812,510d47db-431c-a3d9-e040-e00a18064a99
283,12511,9,4000008174,2601,1809,510d47db-431d-a3d9-e040-e00a18064a99
284,12511,10,4000008175,2614,1775,510d47db-431e-a3d9-e040-e00a18064a99
285,12511,11,4000008176,2640,1785,510d47db-431f-a3d9-e040-e00a18064a99
286,12511,12,4000008177,2639,2150,510d47db-4320-a3d9-e040-e00a18064a99
287,12511,1,475831,2651,1953,510d47db-4321-a3d9-e040-e00a18064a99
300,12515,2,4000000922,2122,1514,510d47db-1df0-a3d9-e040-e00a18064a99
301,12515,1,474376,2144,1502,510d47db-1df1-a3d9-e040-e00a18064a99
302,12516,2,4000000055,3495,2282,510d47db-1a3b-a3d9-e040-e00a18064a99
303,12516,3,4000000056,3518,2290,510d47db-1a3c-a3d9-e040-e00a18064a99
304,12516,4,4000000057,3551,2321,510d47db-1a3d-a3d9-e040-e00a18064a99
305,12516,1,476926,3531,2306,510d47db-1a3e-a3d9-e040-e00a18064a99
306,12517,2,4000002069,3302,2174,510d47db-2399-a3d9-e040-e00a18064a99
307,12517,1,474800,3293,2145,510d47db-239a-a3d9-e040-e00a18064a99
308,12518,2,4000013960,4633,2857,510d47db-662e-a3d9-e040-e00a18064a99
309,12518,3,4000013961,4659,2823,510d47db-662f-a3d9-e040-e00a18064a99
310,12518,4,4000013962,4675,2986,510d47db-6630-a3d9-e040-e00a18064a99
311,12518,1,471634,4674,3064,510d47db-6631-a3d9-e040-e00a18064a99
312,12519,2,4000013970,2991,1417,510d47db-663e-a3d9-e040-e00a18064a99
313,12519,3,4000013971,2974,1454,510d47db-663f-a3d9-e040-e00a18064a99
314,12519,4,4000013972,3005,1512,510d47db-6640-a3d9-e040-e00a18064a99
315,12519,1,471640,2995,1514,510d47db-6641-a3d9-e040-e00a18064a99
316,12520,2,4000013973,1494,1585,510d47db-6642-a3d9-e040-e00a18064a99
317,12520,3,4000013974,1452,1727,510d47db-6643-a3d9-e040-e00a18064a99
318,12520,4,4000013975,1478,1594,510d47db-6644-a3d9-e040-e00a18064a99
319,12520,5,4000013976,1461,1710,510d47db-6645-a3d9-e040-e00a18064a99
320,12520,6,4000013977,1465,1584,510d47db-6646-a3d9-e040-e00a18064a99
321,12520,7,4000013978,1456,2118,510d47db-6647-a3d9-e040-e00a18064a99
322,12520,1,471641,1466,2066,510d47db-6648-a3d9-e040-e00a18064a99
325,12522,2,4000013980,1443,1147,510d47db-664b-a3d9-e040-e00a18064a99
326,12522,3,4000013981,1414,1134,510d47db-664c-a3d9-e040-e00a18064a99
327,12522,4,4000013982,1457,1306,510d47db-664d-a3d9-e040-e00a18064a99
328,12522,1,471643,1452,1291,510d47db-664e-a3d9-e040-e00a18064a99
329,12523,2,4000013983,3611,2406,510d47db-664f-a3d9-e040-e00a18064a99
330,12523,3,4000013984,3735,2464,510d47db-6650-a3d9-e040-e00a18064a99
331,12523,4,4000013985,3729,2460,510d47db-6651-a3d9-e040-e00a18064a99
332,12523,5,4000013986,3703,2427,510d47db-6652-a3d9-e040-e00a18064a99
333,12523,6,4000013987,3734,2436,510d47db-6653-a3d9-e040-e00a18064a99
334,12523,7,4000013988,3619,2452,510d47db-6654-a3d9-e040-e00a18064a99
335,12523,8,4000013989,2572,3690,510d47db-6655-a3d9-e040-e00a18064a99
336,12523,1,471644,3703,2593,510d47db-6656-a3d9-e040-e00a18064a99
337,12524,2,4000013990,3016,1565,510d47db-6657-a3d9-e040-e00a18064a99
338,12524,3,4000013991,3034,1538,510d47db-6658-a3d9-e040-e00a18064a99
339,12524,4,4000013992,3035,1655,510d47db-6659-a3d9-e040-e00a18064a99
340,12524,1,471645,3043,1667,510d47db-665a-a3d9-e040-e00a18064a99
341,12525,2,4000008389,2897,1882,510d47db-4463-a3d9-e040-e00a18064a99
342,12525,3,4000008390,2875,1852,510d47db-4464-a3d9-e040-e00a18064a99
343,12525,4,4000008391,2879,1849,510d47db-4465-a3d9-e040-e00a18064a99
344,12525,1,466403,2915,1981,510d47db-4466-a3d9-e040-e00a18064a99
345,12526,2,4000008395,4166,2488,510d47db-446b-a3d9-e040-e00a18064a99
346,12526,1,466407,4155,2404,510d47db-446c-a3d9-e040-e00a18064a99
347,12527,2,4000008396,1839,2743,510d47db-446d-a3d9-e040-e00a18064a99
348,12527,1,466408,2767,1894,510d47db-446e-a3d9-e040-e00a18064a99
349,12528,2,4000008398,1813,2781,510d47db-4471-a3d9-e040-e00a18064a99
350,12528,1,466410,2785,1900,510d47db-4472-a3d9-e040-e00a18064a99
351,12529,2,4000008400,1955,1362,510d47db-4475-a3d9-e040-e00a18064a99
352,12529,3,4000008401,1947,1331,510d47db-4476-a3d9-e040-e00a18064a99
353,12529,4,4000008402,1947,1357,510d47db-4477-a3d9-e040-e00a18064a99
354,12529,1,466412,1955,1349,510d47db-4478-a3d9-e040-e00a18064a99
355,12530,2,4000008403,3344,2196,510d47db-4479-a3d9-e040-e00a18064a99
356,12530,1,466413,3326,2220,510d47db-447a-a3d9-e040-e00a18064a99
357,12531,2,4000008406,3268,2162,510d47db-447f-a3d9-e040-e00a18064a99
358,12531,1,466418,3351,2280,510d47db-4480-a3d9-e040-e00a18064a99
359,12532,2,4000008407,3345,2229,510d47db-4481-a3d9-e040-e00a18064a99
360,12532,1,466419,3388,2229,510d47db-4482-a3d9-e040-e00a18064a99
361,12533,2,4000008408,3299,2132,510d47db-4483-a3d9-e040-e00a18064a99
362,12533,1,466420,3310,2170,510d47db-4484-a3d9-e040-e00a18064a99
363,12534,2,4000008637,3172,2213,510d47db-4603-a3d9-e040-e00a18064a99
364,12534,1,466586,3215,2244,510d47db-4604-a3d9-e040-e00a18064a99
365,12535,2,4000008638,3177,2369,510d47db-4605-a3d9-e040-e00a18064a99
366,12535,1,466588,3150,2372,510d47db-4606-a3d9-e040-e00a18064a99
367,12536,2,4000008639,2515,1815,510d47db-4607-a3d9-e040-e00a18064a99
368,12536,1,466589,2489,1822,510d47db-4608-a3d9-e040-e00a18064a99
369,12537,2,4000008640,1861,2742,510d47db-4609-a3d9-e040-e00a18064a99
370,12537,1,466590,2728,1857,510d47db-460a-a3d9-e040-e00a18064a99
371,12538,2,4000008904,3293,2076,510d47db-4786-a3d9-e040-e00a18064a99
372,12538,1,466764,3321,2112,510d47db-4787-a3d9-e040-e00a18064a99
373,12539,2,4000008913,5088,3559,510d47db-4798-a3d9-e040-e00a18064a99
374,12539,3,4000008914,5070,3553,510d47db-4799-a3d9-e040-e00a18064a99
375,12539,4,4000008915,5119,3650,510d47db-479a-a3d9-e040-e00a18064a99
376,12539,1,466773,5108,3609,510d47db-479b-a3d9-e040-e00a18064a99
401,12544,2,4000008940,2723,1950,510d47db-47b4-a3d9-e040-e00a18064a99
402,12544,1,466778,2732,1965,510d47db-47b5-a3d9-e040-e00a18064a99
403,12545,2,4000008941,4274,1718,510d47db-47b6-a3d9-e040-e00a18064a99
404,12545,3,4000008942,4331,1768,510d47db-47b7-a3d9-e040-e00a18064a99
405,12545,4,4000008943,4316,1867,510d47db-47b8-a3d9-e040-e00a18064a99
406,12545,1,466779,4330,1855,510d47db-47b9-a3d9-e040-e00a18064a99
407,12546,2,4000014000,3095,3094,510d47db-6667-a3d9-e040-e00a18064a99
408,12546,3,4000014001,3117,3073,510d47db-6668-a3d9-e040-e00a18064a99
409,12546,4,4000014002,3095,3103,510d47db-6669-a3d9-e040-e00a18064a99
410,12546,1,471651,3073,3095,510d47db-666a-a3d9-e040-e00a18064a99
423,12549,2,4000014017,2927,2317,510d47db-667d-a3d9-e040-e00a18064a99
424,12549,1,471656,2948,2294,510d47db-667e-a3d9-e040-e00a18064a99
425,12550,2,4000014018,3535,2307,510d47db-667f-a3d9-e040-e00a18064a99
426,12550,1,471657,3528,2332,510d47db-6680-a3d9-e040-e00a18064a99
427,12551,2,4000014020,3426,2304,510d47db-6683-a3d9-e040-e00a18064a99
428,12551,1,471667,3383,2257,510d47db-6684-a3d9-e040-e00a18064a99
429,12552,2,4000014021,2820,1865,510d47db-6685-a3d9-e040-e00a18064a99
430,12552,1,471668,2828,1867,510d47db-6686-a3d9-e040-e00a18064a99
431,12553,2,4000014022,2939,2298,510d47db-6687-a3d9-e040-e00a18064a99
432,12553,1,471669,2930,2308,510d47db-6688-a3d9-e040-e00a18064a99
433,12554,2,4000010545,3078,1938,510d47db-5188-a3d9-e040-e00a18064a99
434,12554,1,468673,3081,1956,510d47db-5189-a3d9-e040-e00a18064a99
435,12555,2,4000010548,2925,1889,510d47db-518e-a3d9-e040-e00a18064a99
436,12555,1,468676,2940,1945,510d47db-518f-a3d9-e040-e00a18064a99
437,12556,2,4000010555,3946,2682,510d47db-519c-a3d9-e040-e00a18064a99
438,12556,3,4000010556,3935,2687,510d47db-519d-a3d9-e040-e00a18064a99
439,12556,4,4000010557,3938,2763,510d47db-519e-a3d9-e040-e00a18064a99
440,12556,1,468683,3950,2798,510d47db-519f-a3d9-e040-e00a18064a99
441,12557,2,4000010559,3035,2024,510d47db-51a2-a3d9-e040-e00a18064a99
442,12557,1,468685,3038,2064,510d47db-51a3-a3d9-e040-e00a18064a99
443,12558,2,4000008410,3671,2358,510d47db-4487-a3d9-e040-e00a18064a99
444,12558,1,466422,3595,2356,510d47db-4488-a3d9-e040-e00a18064a99
445,12559,2,4000008411,3018,2200,510d47db-4489-a3d9-e040-e00a18064a99
446,12559,3,4000008412,3016,2210,510d47db-448a-a3d9-e040-e00a18064a99
447,12559,4,4000008413,2992,2217,510d47db-448b-a3d9-e040-e00a18064a99
448,12559,5,4000008414,3027,2144,510d47db-448c-a3d9-e040-e00a18064a99
449,12559,6,4000008415,2992,2164,510d47db-448d-a3d9-e040-e00a18064a99
450,12559,7,4000008416,2999,2183,510d47db-448e-a3d9-e040-e00a18064a99
451,12559,8,4000008417,2979,2329,510d47db-448f-a3d9-e040-e00a18064a99
452,12559,1,466423,3058,2353,510d47db-4490-a3d9-e040-e00a18064a99
453,12560,2,4000008418,2888,1774,510d47db-4491-a3d9-e040-e00a18064a99
454,12560,3,4000008419,2943,1825,510d47db-4492-a3d9-e040-e00a18064a99
455,12560,4,4000008420,2929,1905,510d47db-4493-a3d9-e040-e00a18064a99
456,12560,1,466424,2906,1925,510d47db-4494-a3d9-e040-e00a18064a99
457,12561,2,4000008424,2105,1537,510d47db-4499-a3d9-e040-e00a18064a99
458,12561,1,466433,2101,1473,510d47db-449a-a3d9-e040-e00a18064a99
459,12562,2,4000008429,1875,2763,510d47db-44a3-a3d9-e040-e00a18064a99
460,12562,1,466438,2803,1979,510d47db-44a4-a3d9-e040-e00a18064a99
461,12563,2,4000009666,3542,2183,510d47db-4c18-a3d9-e040-e00a18064a99
462,12563,3,4000009667,3501,2173,510d47db-4c19-a3d9-e040-e00a18064a99
463,12563,4,4000009668,3509,2292,510d47db-4c1a-a3d9-e040-e00a18064a99
464,12563,1,467215,3519,2294,510d47db-4c1b-a3d9-e040-e00a18064a99
465,12564,2,4000009669,3915,2792,510d47db-4c1c-a3d9-e040-e00a18064a99
466,12564,3,4000009670,3899,2715,510d47db-4c1d-a3d9-e040-e00a18064a99
467,12564,4,4000009671,3886,2879,510d47db-4c1e-a3d9-e040-e00a18064a99
468,12564,5,4000009672,2332,1515,510d47db-4c1f-a3d9-e040-e00a18064a99
469,12564,6,4000009673,2298,1498,510d47db-4c20-a3d9-e040-e00a18064a99
470,12564,1,467216,3920,2860,510d47db-4c21-a3d9-e040-e00a18064a99
475,12566,2,4000009678,1911,1330,510d47db-4c26-a3d9-e040-e00a18064a99
476,12566,1,467218,1934,1300,510d47db-4c27-a3d9-e040-e00a18064a99
477,12567,2,4000009679,2644,1474,510d47db-4c28-a3d9-e040-e00a18064a99
478,12567,1,467219,2621,1450,510d47db-4c29-a3d9-e040-e00a18064a99
479,12568,2,4000009681,3211,2021,510d47db-4c2c-a3d9-e040-e00a18064a99
480,12568,1,467221,3190,1998,510d47db-4c2d-a3d9-e040-e00a18064a99
481,12569,2,4000008650,2629,1821,510d47db-4619-a3d9-e040-e00a18064a99
482,12569,1,466597,2600,1811,510d47db-461a-a3d9-e040-e00a18064a99
483,12570,2,4000008651,3125,2385,510d47db-461b-a3d9-e040-e00a18064a99
484,12570,1,466598,3112,2428,510d47db-461c-a3d9-e040-e00a18064a99
485,12571,2,4000008652,2930,4142,510d47db-461d-a3d9-e040-e00a18064a99
486,12571,3,4000008653,2902,1943,510d47db-461e-a3d9-e040-e00a18064a99
487,12571,1,466599,2927,2151,510d47db-461f-a3d9-e040-e00a18064a99
488,12572,2,4000008655,2883,2025,510d47db-4620-a3d9-e040-e00a18064a99
489,12572,1,466601,2864,2418,510d47db-4621-a3d9-e040-e00a18064a99
490,12573,2,4000008656,2143,1687,510d47db-4624-a3d9-e040-e00a18064a99
491,12573,3,4000008657,2197,1694,510d47db-4625-a3d9-e040-e00a18064a99
492,12573,4,4000008658,2132,1762,510d47db-4626-a3d9-e040-e00a18064a99
493,12573,1,466603,2149,1775,510d47db-4627-a3d9-e040-e00a18064a99
494,12574,2,4000008660,3512,2334,510d47db-4628-a3d9-e040-e00a18064a99
495,12574,1,466614,3508,2317,510d47db-4629-a3d9-e040-e00a18064a99
496,12575,2,4000008944,4592,2990,510d47db-47ba-a3d9-e040-e00a18064a99
497,12575,1,466780,4592,2978,510d47db-47bb-a3d9-e040-e00a18064a99
498,12576,2,4000008945,2905,1855,510d47db-47bc-a3d9-e040-e00a18064a99
499,12576,1,466781,2901,1846,510d47db-47bd-a3d9-e040-e00a18064a99
500,12577,2,4000008947,2910,2116,510d47db-47c0-a3d9-e040-e00a18064a99
501,12577,1,466783,2884,2083,510d47db-47c1-a3d9-e040-e00a18064a99
502,12578,2,4000008948,3299,2087,510d47db-47c2-a3d9-e040-e00a18064a99
503,12578,1,466784,3291,2088,510d47db-47c3-a3d9-e040-e00a18064a99
504,12579,2,4000008949,3582,2376,510d47db-47c4-a3d9-e040-e00a18064a99
505,12579,1,466785,3590,2369,510d47db-47c5-a3d9-e040-e00a18064a99
506,12580,1,1603595,7230,5428,510d47e4-2955-a3d9-e040-e00a18064a99
507,12580,2,1603596,5428,7230,510d47e4-2956-a3d9-e040-e00a18064a99
508,12580,3,1603597,7230,5428,510d47e4-2957-a3d9-e040-e00a18064a99
509,12580,4,1603598,7230,5428,510d47e4-2958-a3d9-e040-e00a18064a99
510,12581,1,1603591,7230,5428,510d47e4-2959-a3d9-e040-e00a18064a99
511,12581,2,1603592,7230,5428,510d47e4-295a-a3d9-e040-e00a18064a99
